ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
Q15102	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1 (EC 3.1.1.47) (PAF acetylhydrolase 29 kDa subunit) (PAF-AH 29 kDa subunit) (PAF-AH subunit gamma) (PAFAH subunit gamma)	TISSUE SPECIFICITY: In the adult, expressed in brain, skeletal muscle, kidney, thymus, spleen, colon, testis, ovary and peripheral blood leukocytes. In the fetus, highest expression occurs in brain.	lipid catabolic process [GO:0016042]; lipid metabolic process [GO:0006629]; nervous system development [GO:0007399]; spermatogenesis [GO:0007283]	1-alkyl-2-acetylglycerophosphocholine esterase complex [GO:0008247]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	1-alkyl-2-acetylglycerophosphocholine esterase activity [GO:0003847]; identical protein binding [GO:0042802]; platelet-activating factor acetyltransferase activity [GO:0047179]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]	SUBCELLULAR LOCATION: Cytoplasm.	Q15102		1319638.5000000305	1269042.249999976	744380.5624999815		955956.3749999782					1387954.0000000093		
Q15125	EBP	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)		cholesterol biosynthetic process [GO:0006695]; cholesterol biosynthetic process via desmosterol [GO:0033489]; cholesterol biosynthetic process via lathosterol [GO:0033490]; cholesterol metabolic process [GO:0008203]; hemopoiesis [GO:0030097]; ossification involved in bone maturation [GO:0043931]	cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]	C-8 sterol isomerase activity [GO:0000247]; cholestenol delta-isomerase activity [GO:0047750]; identical protein binding [GO:0042802]; steroid delta-isomerase activity [GO:0004769]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10406945}; Multi-pass membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000269|PubMed:10406945}. Cytoplasmic vesicle {ECO:0000269|PubMed:10406945}. Note=During interphase, detected on the endoplasmic reticulum and the nuclear envelope. During mitosis, detected on cytoplasmic vesicles. {ECO:0000269|PubMed:10406945}.	Q15125	2027872.8750000584	1300970.7500000305	2443098.0000000084						1307430.5000000058	2477025.000000076	1957232.2499999383		1908283.0000000435
Q15166	PON3	Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1)		carboxylic acid catabolic process [GO:0046395]; establishment of localization in cell [GO:0051649]; lactone catabolic process [GO:1901335]; negative regulation of superoxide anion generation [GO:0032929]; regulation of cellular response to drug [GO:2001038]; renal sodium ion transport [GO:0003096]; response to toxic substance [GO:0009636]	endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	acyl-L-homoserine-lactone lactonohydrolase activity [GO:0102007]; aryldialkylphosphatase activity [GO:0004063]; arylesterase activity [GO:0004064]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]	SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000250}.	Q15166						314901.7500000111	502797.5000000002						
Q15181	PPA1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	TISSUE SPECIFICITY: Expressed ubiquitously. {ECO:0000269|PubMed:10542310}.	phosphate-containing compound metabolic process [GO:0006796]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]	inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	Q15181	1053164.8600857982	1577128.9480443576	1287436.745386416	834983.889814168	359301.7315777166	893675.3514577324	344909.46624522266	452865.85180879215	614174.4603760355	1243487.0000000417	1271724.0517538977	517636.85111055325	798020.7094283266
Q15286	RAB35	Ras-related protein Rab-35 (GTP-binding protein RAY) (Ras-related protein Rab-1C)		antigen processing and presentation [GO:0019882]; cellular response to nerve growth factor stimulus [GO:1990090]; endocytic recycling [GO:0032456]; endosomal transport [GO:0016197]; mitotic cytokinesis [GO:0000281]; neuron projection development [GO:0031175]; plasma membrane to endosome transport [GO:0048227]; protein localization [GO:0008104]; protein localization to endosome [GO:0036010]; protein transport [GO:0015031]; Rab protein signal transduction [GO:0032482]	cell projection membrane [GO:0031253]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated endocytic vesicle membrane [GO:0030669]; clathrin-coated pit [GO:0005905]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; intercellular bridge [GO:0045171]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]	GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16950109, ECO:0000269|PubMed:21951725}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:16950109}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:16950109}. Endosome {ECO:0000269|PubMed:16950109, ECO:0000269|PubMed:21951725}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Present on sorting endosomes and recycling endosome tubules (PubMed:16950109). Tends to be enriched in PIP2-positive cell membrane domains (PubMed:16950109). During mitosis, associated with the plasma membrane and present at the ingressing furrow during early cytokinesis as well as at the intercellular bridge later during cytokinesis (PubMed:16950109). Identified in stage I to stage IV melanosomes (PubMed:17081065). {ECO:0000269|PubMed:16950109, ECO:0000269|PubMed:17081065}.	Q15286		211966.81249999563								360272.90620000724	317112.4061999985		
Q15365	PCBP1	Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3)	TISSUE SPECIFICITY: Abundantly expressed in skeletal muscle, thymus and peripheral blood leukocytes while a lower expression is observed in prostate, spleen, testis, ovary, small intestine, heart, liver, adrenal and thyroid glands. {ECO:0000269|PubMed:7607214, ECO:0000269|PubMed:8152927}.	positive regulation of transcription by RNA polymerase II [GO:0045944]; viral RNA genome replication [GO:0039694]	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904]	cadherin binding [GO:0045296]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific single stranded DNA binding [GO:0098847]; single-stranded DNA binding [GO:0003697]	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7607214}. Cytoplasm {ECO:0000269|PubMed:7607214}. Note=Loosely bound in the nucleus (PubMed:7607214). May shuttle between the nucleus and the cytoplasm (PubMed:7607214). {ECO:0000269|PubMed:7607214}.	Q15365	911399.0308319986	743296.6579112782	836680.0498303898	253265.58840932703	143305.64904374062	477303.1851021318	241288.12379112944	153239.54067947075	822771.9951594181	1163543.6939724556	1091078.149904405	295972.3441819854	1303870.6197788578
Q15437	SEC23B	Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)	TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:8898360}.	COPII-coated vesicle cargo loading [GO:0090110]; intracellular protein transport [GO:0006886]	COPII vesicle coat [GO:0030127]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; perinuclear region of cytoplasm [GO:0048471]	GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250|UniProtKB:Q15436}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q15436}; Cytoplasmic side {ECO:0000250|UniProtKB:Q15436}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:26522472}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q15436}; Cytoplasmic side {ECO:0000250|UniProtKB:Q15436}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q15436}.	Q15437	387655.2261629655	384916.17475020274	362607.460193672			313140.0901629734	340342.48464176786		318266.9028305114	451380.2838150146	411534.0459286144		441402.06250000856
Q15631	TSN	Translin (EC 3.1.-.-) (Component 3 of promoter of RISC) (C3PO)		DNA recombination [GO:0006310]; regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; siRNA processing [GO:0030422]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoribonuclease complex [GO:1902555]; male germ cell nucleus [GO:0001673]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11801738}. Nucleus {ECO:0000269|PubMed:11801738}.	Q15631	850701.8997499038	756781.0564534435	955759.2636958092	428721.6148999998		728427.1499048987	636938.2465358513	720239.5949477623	831545.9233000999	806533.0826141966	916458.1072457258	843786.9916000356	911864.1537478636
Q15738	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)	TISSUE SPECIFICITY: Brain, heart, liver, lung, kidney, skin and placenta.	cholesterol biosynthetic process [GO:0006695]; cholesterol metabolic process [GO:0008203]; hair follicle development [GO:0001942]; labyrinthine layer blood vessel development [GO:0060716]; smoothened signaling pathway [GO:0007224]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]	3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity [GO:0003854]; 3-beta-hydroxysteroid dehydrogenase/C4-decarboxylase activity [GO:0102175]; 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity [GO:0103066]; 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-dehydrogenase (decarboxylating) activity [GO:0103067]; C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity [GO:0000252]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity [GO:0047012]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21129721}; Single-pass membrane protein {ECO:0000255}. Lipid droplet {ECO:0000250|UniProtKB:Q9R1J0}. Note=Trafficking through the Golgi is necessary for ER membrane localization. {ECO:0000250|UniProtKB:Q9R1J0}.	Q15738	618834.9619237452	804315.8101745299	510897.4437685003	468744.77058382105	291232.67638823675	412965.2980549977	342169.25405757554	518192.2205755367	646706.9623396101	950936.6186614612	1070689.7067907727	559516.8428936063	983529.305190517
Q15758	SLC1A5	Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)	TISSUE SPECIFICITY: Placenta, lung, skeletal muscle, kidney, pancreas, and intestine (PubMed:8702519). Expressed in CD34-positive hematopoietic progenitors (at protein level) (PubMed:24953180). {ECO:0000269|PubMed:24953180, ECO:0000269|PubMed:8702519}.	amino acid transport [GO:0006865]; erythrocyte differentiation [GO:0030218]; glutamine secretion [GO:0010585]; glutamine transport [GO:0006868]; L-aspartate import across plasma membrane [GO:0140009]; L-glutamine import across plasma membrane [GO:1903803]; neutral amino acid transport [GO:0015804]; protein homotrimerization [GO:0070207]; transport across blood-brain barrier [GO:0150104]	basal plasma membrane [GO:0009925]; extracellular exosome [GO:0070062]; melanosome [GO:0042470]; membrane [GO:0016020]; plasma membrane [GO:0005886]	amino acid transmembrane transporter activity [GO:0015171]; antiporter activity [GO:0015297]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamine transmembrane transporter activity [GO:0015186]; L-serine transmembrane transporter activity [GO:0015194]; ligand-gated channel activity [GO:0022834]; metal ion binding [GO:0046872]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; signaling receptor activity [GO:0038023]; symporter activity [GO:0015293]; virus receptor activity [GO:0001618]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24953180, ECO:0000269|PubMed:8702519, ECO:0000305|PubMed:29872227}; Multi-pass membrane protein {ECO:0000269|PubMed:29872227}. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.	Q15758		810545.6875000185		690239.6249999825		716087.375000015		704400.2500000026					
Q15843	NEDD8	NEDD8 (Neddylin) (Neural precursor cell expressed developmentally down-regulated protein 8) (NEDD-8) (Ubiquitin-like protein Nedd8)	TISSUE SPECIFICITY: Highly expressed in heart, skeletal muscle, spleen, thymus, prostate, testis, ovary, colon and leukocytes. {ECO:0000269|PubMed:10597293, ECO:0000269|PubMed:9353319}.	anatomical structure morphogenesis [GO:0009653]; modification-dependent protein catabolic process [GO:0019941]; protein localization [GO:0008104]; protein modification process [GO:0036211]; protein neddylation [GO:0045116]; proteolysis [GO:0006508]; regulation of proteolysis [GO:0030162]; regulation of transcription by RNA polymerase II [GO:0006357]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	protein tag activity [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9353319}. Note=Mainly nuclear. {ECO:0000269|PubMed:9353319}.	Q15843		361980.56471122144	197252.6663060988								181373.4530437424	235510.27910158725	317643.2837440991
Q15907	RAB11B	Ras-related protein Rab-11B (EC 3.6.5.2) (GTP-binding protein YPT3)		amyloid-beta clearance by transcytosis [GO:0150093]; cellular response to acidic pH [GO:0071468]; constitutive secretory pathway [GO:0045054]; endocytic recycling [GO:0032456]; establishment of protein localization to membrane [GO:0090150]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; melanosome transport [GO:0032402]; receptor recycling [GO:0001881]; regulated exocytosis [GO:0045055]; regulation of endocytic recycling [GO:2001135]; regulation of monoatomic anion transport [GO:0044070]; regulation of protein localization to cell surface [GO:2000008]; transferrin transport [GO:0033572]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]	cadherin binding [GO:0045296]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; myosin V binding [GO:0031489]	SUBCELLULAR LOCATION: Recycling endosome membrane {ECO:0000250|UniProtKB:P46638}; Lipid-anchor {ECO:0000250|UniProtKB:P46638}; Cytoplasmic side {ECO:0000250|UniProtKB:P46638}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:O35509}; Lipid-anchor {ECO:0000250|UniProtKB:O35509}; Cytoplasmic side {ECO:0000250|UniProtKB:O35509}. Cytoplasmic vesicle, phagosome membrane {ECO:0000305|PubMed:21255211}; Lipid-anchor {ECO:0000305|PubMed:21255211}; Cytoplasmic side {ECO:0000305|PubMed:21255211}. Note=Recruited to phagosomes containing S.aureus. {ECO:0000305|PubMed:21255211}.	Q15907	1386777.500000012	1988918.7499999516	1691809.3749999772							1462987.500000039		1396655.8750000224	1496285.0000000286
Q16543	CDC37	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]		positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; post-transcriptional regulation of gene expression [GO:0010608]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of type I interferon-mediated signaling pathway [GO:0060338]; regulation of type II interferon-mediated signaling pathway [GO:0060334]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; HSP90-CDC37 chaperone complex [GO:1990565]; protein folding chaperone complex [GO:0101031]	heat shock protein binding [GO:0031072]; Hsp90 protein binding [GO:0051879]; kinase binding [GO:0019900]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; protein-folding chaperone binding [GO:0051087]; scaffold protein binding [GO:0097110]; unfolded protein binding [GO:0051082]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9482106}.	Q16543	240232.04690000735	930484.7499999892	930753.0000000056	797554.3750000192		466581.312499996	890444.1874999974		654215.4374999822	1205596.7499999998	1015055.5619999892	262958.81250000634	908442.8124999858
Q16651	PRSS8	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	TISSUE SPECIFICITY: Found in prostate, liver, salivary gland, kidney, lung, pancreas, colon, bronchus and renal proximal tubular cells. In the prostate gland it may be synthesized in epithelial cells, secreted into the ducts, and excreted into the seminal fluid.	positive regulation of sodium ion transport [GO:0010765]; proteolysis [GO:0006508]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]	serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]	SUBCELLULAR LOCATION: [Prostasin]: Cell membrane; Single-pass membrane protein.; SUBCELLULAR LOCATION: [Prostasin light chain]: Secreted, extracellular space. Note=Found in the seminal fluid. Secreted after cleavage of its C-terminus.; SUBCELLULAR LOCATION: [Prostasin heavy chain]: Secreted, extracellular space. Note=Found in the seminal fluid. Secreted after cleavage of its C-terminus.	Q16651	622275.0759334303	406312.6875000033	576584.8594057247	861230.4849097199	919369.5677449488	821217.0625000008	361086.77246839285	359252.72871455376	608218.9600198767	644273.6249999867	566840.8839606817	411736.8759554335	596609.4695075538
Q16658	FSCN1	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	TISSUE SPECIFICITY: Ubiquitous.	actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; cell migration [GO:0016477]; cell motility [GO:0048870]; cell-cell junction assembly [GO:0007043]; establishment of apical/basal cell polarity [GO:0035089]; establishment or maintenance of cell polarity [GO:0007163]; microspike assembly [GO:0030035]; parallel actin filament bundle assembly [GO:0030046]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of podosome assembly [GO:0071803]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of microvillus assembly [GO:0032534]	actin cytoskeleton [GO:0015629]; cell cortex [GO:0005938]; cell projection membrane [GO:0031253]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; microspike [GO:0044393]; microvillus [GO:0005902]; podosome [GO:0002102]; ruffle [GO:0001726]; stress fiber [GO:0001725]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:21706053, ECO:0000269|PubMed:9571235}. Cytoplasm, cell cortex {ECO:0000269|PubMed:21685497}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21685497, ECO:0000269|PubMed:3525578, ECO:0000269|PubMed:9571235}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:21706053}. Cell projection, filopodium {ECO:0000269|PubMed:20137952, ECO:0000269|PubMed:21685497, ECO:0000269|PubMed:3525578}. Cell projection, invadopodium {ECO:0000269|PubMed:20137952}. Cell projection, microvillus {ECO:0000269|PubMed:9571235}. Cell junction {ECO:0000269|PubMed:9571235}. Note=Colocalized with RUFY3 and F-actin at filipodia of the axonal growth cone. Colocalized with DBN1 and F-actin at the transitional domain of the axonal growth cone (By similarity). {ECO:0000250|UniProtKB:Q61553, ECO:0000269|PubMed:21706053}.	Q16658	465635.62500001374		541144.2500000017	276957.6250000063		287832.1250000102				333606.00000000466	299585.6874999963		273096.87500000873
Q16706	MAN2A1	Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)		in utero embryonic development [GO:0001701]; liver development [GO:0001889]; lung alveolus development [GO:0048286]; mannose metabolic process [GO:0006013]; mitochondrion organization [GO:0007005]; N-glycan processing [GO:0006491]; positive regulation of neurogenesis [GO:0050769]; protein glycosylation [GO:0006486]; respiratory gaseous exchange by respiratory system [GO:0007585]; retina morphogenesis in camera-type eye [GO:0060042]; vacuole organization [GO:0007033]; viral protein processing [GO:0019082]	cis-Golgi network [GO:0005801]; extracellular exosome [GO:0070062]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; membrane [GO:0016020]	alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity [GO:0004572]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:P28494}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P28494}.	Q16706	627413.5152600325	538733.2639839221	380915.60577615694	644451.139086008	442215.79355638527	954639.1256216068				383541.6817923567		369001.1948823458	
Q16769	QPCT	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC)		peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase [GO:0017186]; protein modification process [GO:0036211]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]	glutaminyl-peptide cyclotransferase activity [GO:0016603]; zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:18486145}.	Q16769	317065.59379999875	770756.4999999813								422617.9688000012			229229.07809999623
Q16851	UGP2	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	TISSUE SPECIFICITY: Highly expressed in various brain regions. Expressed in amygdala, anterior cingulate cortex, caudate, cerebellar hemisphere, cerebellum, cortex, frontal cortex, hippocampus, hypothalamus, nucleus accumbens, putamen, spinal cord and substantia nigra (PubMed:31820119). Also widely expressed among other tissues, including liver, heart, placenta, lung, kidney, pancreas and skeletal muscle (PubMed:8354390, PubMed:8631325). {ECO:0000269|PubMed:31820119, ECO:0000269|PubMed:8354390, ECO:0000269|PubMed:8631325}.	brain development [GO:0007420]; glucose 1-phosphate metabolic process [GO:0019255]; glycogen biosynthetic process [GO:0005978]; glycogen metabolic process [GO:0005977]; UDP-glucose metabolic process [GO:0006011]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]	D-glucose binding [GO:0005536]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; pyrimidine ribonucleotide binding [GO:0032557]; UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:31820119, ECO:0000269|PubMed:8354390}.	Q16851	1514042.2804859076	3494725.150270536	3432393.764208885	2549727.5626954143	893770.953512824	2514503.307775509	2510229.7468841434	746803.8301774468	2060734.380806372	2746629.1349644475	2589557.697948255	768258.9675148353	2496591.001438804
Q16851	UGP2	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	TISSUE SPECIFICITY: Highly expressed in various brain regions. Expressed in amygdala, anterior cingulate cortex, caudate, cerebellar hemisphere, cerebellum, cortex, frontal cortex, hippocampus, hypothalamus, nucleus accumbens, putamen, spinal cord and substantia nigra (PubMed:31820119). Also widely expressed among other tissues, including liver, heart, placenta, lung, kidney, pancreas and skeletal muscle (PubMed:8354390, PubMed:8631325). {ECO:0000269|PubMed:31820119, ECO:0000269|PubMed:8354390, ECO:0000269|PubMed:8631325}.	brain development [GO:0007420]; glucose 1-phosphate metabolic process [GO:0019255]; glycogen biosynthetic process [GO:0005978]; glycogen metabolic process [GO:0005977]; UDP-glucose metabolic process [GO:0006011]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]	D-glucose binding [GO:0005536]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; pyrimidine ribonucleotide binding [GO:0032557]; UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:31820119, ECO:0000269|PubMed:8354390}.	Q16851-2	591286.3750000062	733665.812499976	829932.0624999749	586467.3750000056						794340.0000000215	453134.49999998906	353119.4687999947	
